STAR Record No.,PI Record No.,Stock Book No.,Knoedler Number,Page Number,Row Number,Consign. No.,Consign. Name,Consign. Auth,Consign. Loc.,Artist Name 1,Art. Authority 1,Nationality 1,Attrib Mod 1,Attrib Mod Auth1,Artist Name 2,Art. Authority 2,Nationality 2,Attrib Mod 2,Attrib Mod Auth2,Title,Description,Subject,Genre,Object Type,Materials,Dimensions,Entry Date-Year,Entry Date-Month,Entry Date-Day,Sale Date-Year,Sale Date-Month,Sale Date-Day,Purch. Amount,Purch. Currency,Purch. Note,KnoedPurch Amt.,KnoedPurch Curr.,KnoedPurch Note,Price Amount,Price Currency,Price Note,KnoedSale Amt.,KnoedSale Curr.,KnoedSale Note,Seller Name 1,Seller Loc 1,Sell Auth Name 1,Sell Auth Loc 1,Sell Auth Mod 1,Seller Name 2,Seller Loc 2,Sell Auth Name 2,Sell Auth Loc 2,Sell Auth Mod 2,Seller Name 3,Seller Loc 3,Sell Auth Name 3,Sell Auth Loc 3,Sell Auth Mod 3,Joint Own 1,Joint Own Auth 1,Joint Own Sh 1,Joint Own 2,Joint Own Auth 2,Joint Own Sh 2,Joint Own 3,Joint Own Auth 3,Joint Own Sh 3,Transaction,Buyer Name 1,Buyer Loc 1,Buy Auth Name 1,Buy Auth Addr 1,Buy Auth Mod 1,Buyer Name 2,Buyer Loc 2,Buy Auth Name 2,Buy Auth Addr 2,Buy Auth Mod 2,Folio,prev own 1,prev own auth1,prev own loc1,prev own 2,prev own auth2,prev own loc2,prev own 3,prev own auth3,prev own loc3,prev own 4,prev own auth4,prev own loc4,prev own 5,prev own auth5,prev own loc5,prev own 6,prev own auth6,prev own loc6,prev own 7,prev own auth7,prev own loc7,prev own 8,prev own auth8,prev own loc8,prev own 9,prev own auth9,prev own loc9,post owner,post own auth,Present Loc Geog,Present Loc Inst,Present Loc Acc,Activity URL,Object URL,Buyer URL,Buyer ULAN ID,Buyer WD Image URL,Buyer WD Entity URL,Artist URL,Artist ULAN ID,Artist WD Image URL,Artist WD Entity URL,Present Loc Note,Working Note,Verbatim Notes,Rosetta Handle,Main Heading,Subheading,Flag
79041,K-35286,10.0,A4519,57.0,8.0,NA,NA,NA,NA,"Bierstadt, Albert","BIERSTADT, ALBERT",American,NA,NA,NA,NA,NA,NA,NA,Wagon train,NA,NA,Genre,Painting,NA,19 1/4 x 13 3/4,1951.0,12.0,31.0,NA,NA,NA,400.0,dollars,for numbers A4512-A4521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cody, WY, USA",Buffalo Bill Center of the West,13.6,,,,,,,,,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157200,"Brought forward December 31, 1951",NA,NA
79042,K-35287,10.0,A4520,57.0,10.0,NA,NA,NA,NA,"Bierstadt, Albert","BIERSTADT, ALBERT",American,NA,NA,NA,NA,NA,NA,NA,Hunters in canoe,NA,NA,Genre,Painting,NA,19 1/4 x 13 3/4,1951.0,12.0,31.0,NA,NA,NA,400.0,dollars,for numbers A4512-A4521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cody, WY, USA",Buffalo Bill Center of the West,14.6,,,,,,,,,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157200,"Brought forward December 31, 1951",NA,NA
79055,K-35300,10.0,A4539,57.0,47.0,NA,NA,NA,NA,"Pissarro, Camille","PISSARRO, CAMILLE",French,NA,NA,NA,NA,NA,NA,NA,Portrait of Eugene Murer,NA,NA,Portrait,Painting,NA,25 1/4 x 25 1/2,1951.0,12.0,31.0,1952.0,2.0,6.0,2890.0,dollars,NA,NA,NA,NA,8500.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Springfield Museum of Fine Arts,NA,"Springfield, MA, USA.  Springfield Museums",NA,NA,NA,NA,NA,NA,NA,381.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Springfield, MA, USA",Springfield Museums,52.01,https://data.getty.edu/provenance/4cee7186-53c5-3aed-8ab8-279d847b13c1,https://data.getty.edu/provenance/9306948c-ebce-3f90-bba8-e2866e00e7f4,https://data.getty.edu/provenance/ff75feaf-3959-398f-8a32-dcc3a4046f1b,http://vocab.getty.edu/ulan/500444128,,,https://data.getty.edu/provenance/c3256e25-4d3a-35db-8bb8-68b0f3ee77f4,http://vocab.getty.edu/ulan/500001924,http://commons.wikimedia.org/wiki/Special:FilePath/Pissarro-portrait-c1900.jpg,http://www.wikidata.org/entity/Q134741,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157200,"Brought forward December 31, 1951",NA,NA
79059,K-35304,10.0,A4543,58.0,4.0,NA,NA,NA,NA,"Kalf, Willem","KALF, WILLEM",Dutch,NA,NA,NA,NA,NA,NA,NA,Nature morte,NA,NA,Still Life,Painting,NA,20 1/4 x 22 7/8,1951.0,12.0,31.0,1953.0,6.0,22.0,NA,NA,NA,NA,NA,NA,8000.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinakos,"Pinakos, Inc. (Rudolf Heinemann)",44928.0,NA,NA,NA,NA,NA,NA,Sold,Metropolitan Museum,NA,"New York, NY, USA.  Metropolitan Museum of Art","New York, NY, USA",NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York, NY, USA",Metropolitan Museum of Art,53.111,https://data.getty.edu/provenance/4ff466f2-8068-39f9-8a69-0cbd1d978194,https://data.getty.edu/provenance/e798a6d0-7817-3739-8792-41d594f7be96,https://data.getty.edu/provenance/1c8cd9a3-75d9-3d02-a2ab-d3e452d6624f,http://vocab.getty.edu/ulan/500125157,http://commons.wikimedia.org/wiki/Special:FilePath/Metropolitan%20Museum%20of%20Art%20%28The%20Met%29%20-%20Central%20Park%2C%20NYC.jpg,http://www.wikidata.org/entity/Q160236,https://data.getty.edu/provenance/c5b23367-fb9f-3e4e-bac6-8bb2e1f8d82f,http://vocab.getty.edu/ulan/500006439,http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20Kalf.jpg,http://www.wikidata.org/entity/Q28144,"as Still Life with Fruit, Glasssware, and a Wanli Bowl",NA,NA,http://hdl.handle.net/10020/2012m54_fl4157201,"Brought forward December 31, 1951",NA,NA
79061,K-35306,10.0,A4546,58.0,10.0,NA,NA,NA,NA,"Kane, Paul","KANE, JOHN",American,NA,NA,NA,NA,NA,NA,NA,South St. Marie American side,NA,NA,Landscape,Painting,NA,29 x 18 1/2,1951.0,12.0,31.0,1959.0,1.0,5.0,5000.0,dollars,"for numbers A4546-A4547, shared",NA,NA,NA,7905.0,dollars,for numbers A4546 & A4647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Thomas Gilcrease Foundation,NA,"Gilcrease, Thomas","Tulsa, OK, USA",NA,NA,NA,NA,NA,NA,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tulsa, OK, USA",Gilcrease Museum,116.1158,,,,,,,,,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157201,"Brought forward December 31, 1951",NA,NA
79062,K-35307,10.0,A4547,58.0,13.0,NA,NA,NA,NA,"Kane, Paul","KANE, JOHN",American,NA,NA,NA,NA,NA,NA,NA,"White mud portage, Winnipeg River",NA,NA,Landscape,Painting,NA,29 1/2 x 18 1/4,1951.0,12.0,31.0,1959.0,1.0,5.0,5000.0,dollars,"for numbers A4546-A4547, shared",NA,NA,NA,7905.0,dollars,for numbers A4546 & A4647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Thomas Gilcrease Foundation,NA,"Gilcrease, Thomas","Tulsa, OK, USA",NA,NA,NA,NA,NA,NA,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tulsa, OK, USA",Gilcrease Museum,116.1157,,,,,,,,,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157201,"Brought forward December 31, 1951",NA,NA
79064,K-35309,10.0,A4550,58.0,19.0,NA,NA,NA,NA,"Neroccio, di Landi",NEROCCIO DI BARTOLOMMEO DE' LANDI,Italian,NA,NA,NA,NA,NA,NA,NA,[Untitled],"Giovanni Marching, Florence Italy",NA,[not identified],Painting,NA,9 1/4 x 9,1951.0,12.0,31.0,1952.0,2.0,6.0,15000.0,dollars,shared,7500.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinakos,"Pinakos, Inc. (Rudolf Heinemann)",44928.0,NA,NA,NA,NA,NA,NA,Sold,Samuel H. Kress Foundation,NA,"New York, NY, USA.  Kress (Samuel H.) Foundation","New York, NY, USA",NA,NA,NA,NA,NA,NA,383.0,"Giovanni Marchig, Florence","Marchig, Giannino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Notre Dame, IN, USA","Snite Museum of Art, University of Notre Dame",1962.017.002,https://data.getty.edu/provenance/5cde0031-363a-350b-b3fd-1d8cae7574b5,https://data.getty.edu/provenance/f3329279-9191-3593-afbe-3827806f2492,https://data.getty.edu/provenance/fd4aa207-c541-387d-b0ff-afca5b2b30a1,http://vocab.getty.edu/ulan/500304334,,,https://data.getty.edu/provenance/958f21b3-181a-3323-854c-93cd90548a32,http://vocab.getty.edu/ulan/500007415,,,as Madonna and Child with Saints,NA,Jt. Pinakos,http://hdl.handle.net/10020/2012m54_fl4157201,"Brought forward December 31, 1951",NA,NA
79065,K-35310,10.0,A4551,58.0,22.0,NA,NA,NA,NA,"Moran, Thomas","MORAN, THOMAS",American,NA,NA,NA,NA,NA,NA,NA,"Cortez Tower, Mexico",NA,NA,Landscape,Painting,NA,25 x 35,1951.0,12.0,31.0,1959.0,1.0,5.0,1000.0,dollars,NA,NA,NA,NA,3255.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Thomas Gilcrease Foundation,NA,"Gilcrease, Thomas","Tulsa, OK, USA",NA,NA,NA,NA,NA,NA,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tulsa, OK, USA",Gilcrease Museum,1847.18.11,https://data.getty.edu/provenance/c0cc5bbc-8985-3e4d-a499-7d0d92bff20e,https://data.getty.edu/provenance/16fef4e5-c3f8-3709-8eab-4334e9ddb1a6,https://data.getty.edu/provenance/0a458a70-33fd-34ef-afae-11ca1f59663d,http://vocab.getty.edu/ulan/500318365,,,https://data.getty.edu/provenance/eb2e2fc1-12c0-326f-a7ea-e47158466a2d,http://vocab.getty.edu/ulan/500015257,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Thomas%20Moran%20by%20Napoleon%20Sarony.jpg,http://www.wikidata.org/entity/Q983441,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157201,"Brought forward December 31, 1951",NA,NA
79086,K-35331,10.0,A4574,59.0,10.0,NA,NA,NA,NA,"Chagall, Marc","CHAGALL, MARC",Russian,NA,NA,NA,NA,NA,NA,NA,Le coq incandescent,NA,NA,Animals,Painting,NA,18 1/4 x 23 1/2,1951.0,12.0,31.0,1955.0,5.0,31.0,NA,NA,NA,NA,NA,NA,3800.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Miss Nina J. Cullinan,NA,"Cullinan, Nina Jane","3694 Willowick Dr., Houston, TX, USA",NA,NA,NA,NA,NA,NA,154.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houston, TX, USA","Museum of Fine Arts, Houston",83.115,https://data.getty.edu/provenance/f6e0bf91-1428-3fec-94bb-1e1e52a42113,https://data.getty.edu/provenance/b0f1ed9b-8ac8-3cbd-88d3-8609ce904587,https://data.getty.edu/provenance/a1cd1750-6932-3ded-9d30-2e8dbaba0fbe,http://vocab.getty.edu/ulan/500445749,,,https://data.getty.edu/provenance/46740295-4dde-3c33-a3fd-00ff20035e82,http://vocab.getty.edu/ulan/500115354,http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Chagall%201941%20cut.jpg,http://www.wikidata.org/entity/Q93284,"with English title, medium described as gouache tempera? on wove paper",NA,NA,http://hdl.handle.net/10020/2012m54_fl4157202,"Brought forward December 31, 1951",NA,NA
79094,K-35339,10.0,A4583,59.0,28.0,NA,NA,NA,NA,"Ranney, William","RANNEY, WILLIAM",American,NA,NA,NA,NA,NA,NA,NA,Prairie wagons,NA,NA,Genre,Painting,NA,14 1/4 x 8,1951.0,12.0,31.0,1953.0,1.0,24.0,85.0,dollars,NA,NA,NA,NA,375.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Mrs John F. Merriam,NA,"Merriam, Lucy","421 So. 67th St., Omaha, NE, USA",NA,NA,NA,NA,NA,NA,447.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Omaha, NE, USA",Joslyn Art Museum,1998.25,https://data.getty.edu/provenance/3dd310be-b36d-333c-825c-7a2131fe48c1,https://data.getty.edu/provenance/970e1a6a-25e8-3ed0-b9d8-7e329f593f32,https://data.getty.edu/provenance/081ac2f3-8a31-3206-bede-0efc3d1f1d0d,http://vocab.getty.edu/ulan/500445223,,,https://data.getty.edu/provenance/bef104b5-f42d-36bb-ac8f-97b1148c7f69,http://vocab.getty.edu/ulan/500011660,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Tylee%20Ranney%2C%20self-portrait%2C%201839.jpg,http://www.wikidata.org/entity/Q8017370,titled Halt on the Prairie,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157202,"Brought forward December 31, 1951",NA,NA
79098,K-35343,10.0,A4587,59.0,40.0,NA,NA,NA,NA,"Sisley, Alfred","SISLEY, ALFRED",French,NA,NA,NA,NA,NA,NA,NA,Village street in Marlotte,NA,NA,Landscape,Painting,NA,36 1/4 x 26 5/8,1951.0,12.0,31.0,1956.0,2.0,17.0,3150.0,dollars,NA,NA,NA,NA,14000.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Albright Art Gallery,NA,"Buffalo, NY, USA.  Albright-Knox Art Gallery","no street address, Buffalo, NY, USA",NA,NA,NA,NA,NA,NA,210.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buffalo, NY, USA",Albright-Knox Art Gallery,1956.1,https://data.getty.edu/provenance/c0894da3-7bf5-367b-acb3-b2a4048656c5,https://data.getty.edu/provenance/bff8c9c1-5e4d-3602-ac87-78ae7e12ff5c,https://data.getty.edu/provenance/e4010e6b-0278-3ca9-b346-bdd55d781b3d,http://vocab.getty.edu/ulan/500278842,http://commons.wikimedia.org/wiki/Special:FilePath/20070223%20AlbrightKnox%20Art%20Gallery.JPG,http://www.wikidata.org/entity/Q1970945,https://data.getty.edu/provenance/976e11c9-06b7-3af3-b5b7-045665e52ed3,http://vocab.getty.edu/ulan/500027485,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20110.jpg,http://www.wikidata.org/entity/Q175130,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157202,"Brought forward December 31, 1951",NA,NA
79107,K-35352,10.0,A4596,60.0,13.0,NA,NA,NA,NA,"de la Tour, Georges","LA TOUR, GEORGES DU MESNIL DE",French,NA,NA,NA,NA,NA,NA,NA,St. Pierre penitent,NA,Religious (figures),History,Painting,NA,37 1/4 x 48 5/8,1951.0,12.0,31.0,1951.0,11.0,16.0,28300.0,dollars,shared,14150.0,dollars,NA,75000.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinakos,"Pinakos, Inc. (Rudolf Heinemann)",44928.0,NA,NA,NA,NA,NA,NA,Sold,Cleveland Museum of Art,NA,"Cleveland, OH, USA.  Cleveland Museum of Art",NA,NA,NA,NA,NA,NA,NA,351.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cleveland, OH, USA",Cleveland Museum of Art,1951.454,https://data.getty.edu/provenance/e11ef69f-b59e-3209-b8fc-4b5d81cd53bd,https://data.getty.edu/provenance/0bd49037-38a6-3ee7-92f5-364e58a78fdd,https://data.getty.edu/provenance/526f14f1-35f0-3729-bef0-2ce491f823ae,http://vocab.getty.edu/ulan/500209693,http://commons.wikimedia.org/wiki/Special:FilePath/Springtime%20art%20museum.jpg,http://www.wikidata.org/entity/Q657415,https://data.getty.edu/provenance/9aa3fb9d-d670-3b9d-aff2-d72eb3f89b11,http://vocab.getty.edu/ulan/500012114,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Tour.jpg,http://www.wikidata.org/entity/Q203371,NA,NA,Jt. Pinakos,http://hdl.handle.net/10020/2012m54_fl4157203,"Brought forward December 31, 1951",NA,NA
79112,K-35357,10.0,A4604,60.0,28.0,NA,NA,NA,NA,"Patinir, Joachim","PATINIR, JOACHIM",Netherlandish,NA,NA,NA,NA,NA,NA,NA,St. Jerome in a landscape,NA,Religious (figures),History,Painting,NA,21 1/2 x 15,1951.0,12.0,31.0,1953.0,3.0,12.0,6200.0,dollars,shared,3100.0,dollars,NA,16000.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinakos,"Pinakos, Inc. (Rudolf Heinemann)",44928.0,NA,NA,NA,NA,NA,NA,Sold,Art Institute of Chicago,NA,"Chicago, IL, USA.  The Art Institute of Chicago","Chicago, IL, USA",NA,NA,NA,NA,NA,NA,464.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago, IL, USA",The Art Institute of Chicago,53.27,https://data.getty.edu/provenance/52119b46-5b8a-3e2a-b6ad-c260d85a7d5e,https://data.getty.edu/provenance/243af419-779b-3281-80cc-bd5588aa1541,https://data.getty.edu/provenance/762f4cc1-e243-334d-adc3-b93c27338059,http://vocab.getty.edu/ulan/500304669,http://commons.wikimedia.org/wiki/Special:FilePath/Art%20Institute%20of%20Chicago%20%2851575570710%29.jpg,http://www.wikidata.org/entity/Q239303,https://data.getty.edu/provenance/e8ee2448-eb82-34a9-a551-fb26ee991bf4,http://vocab.getty.edu/ulan/500019854,http://commons.wikimedia.org/wiki/Special:FilePath/Joachim%20Patinir%20by%20Aegidius%20Sadeler%20II.jpg,http://www.wikidata.org/entity/Q442491,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157203,"Brought forward December 31, 1951",NA,NA
79114,K-35359,10.0,A4606,60.0,34.0,NA,NA,NA,NA,"Peale, James","PEALE, JAMES",American,NA,NA,NA,NA,NA,NA,NA,Still life - fruit,NA,NA,Still Life,Painting,NA,22 x 16,1951.0,12.0,31.0,1955.0,9.0,28.0,NA,NA,NA,NA,NA,NA,1000.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Newark Museum,NA,"Newark, NJ, USA.  The Newark Museum of Art","no street address, Newark, NJ, USA",NA,NA,NA,NA,NA,NA,170.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Newark, NJ, USA",The Newark Museum of Art,66.407,https://data.getty.edu/provenance/2ac1bb6e-9039-3a7e-ad0c-0f96ccc81182,https://data.getty.edu/provenance/ae6aa226-07d8-33ed-b7fd-6ead7f501b39,https://data.getty.edu/provenance/645d8a8a-d1c2-372b-9f2d-2946fd12a1df,http://vocab.getty.edu/ulan/500304016,,,https://data.getty.edu/provenance/d975d83f-ec1b-30b5-9dd0-b57762c5eb50,http://vocab.getty.edu/ulan/500029852,http://commons.wikimedia.org/wiki/Special:FilePath/James%20peale%20painting%20a%20miniature%20charles%20willson%20peale.jpg,http://www.wikidata.org/entity/Q3161332,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157203,"Brought forward December 31, 1951",NA,NA
79119,K-35364,10.0,A4611,60.0,46.0,NA,NA,NA,NA,"Buffet, Bernard","BUFFET, BERNARD",French,NA,NA,NA,NA,NA,NA,NA,Compote,NA,NA,Still Life,Painting,NA,25 1/2 x 20,1951.0,12.0,31.0,1955.0,2.0,25.0,NA,NA,NA,NA,NA,NA,400.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kleemann,Kleemann Galleries,44928.0,NA,NA,NA,NA,NA,NA,Sold,S.M. McAshan Jr,NA,"McAshan, Samuel Maurice, Jr.","3376 Inwood Dr., Houston, TX, USA",NA,NA,NA,NA,NA,NA,133.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houston, TX, USA","Museum of Fine Arts, Houston",86.534,https://data.getty.edu/provenance/8b63f0f4-c7f8-3c24-8700-47f7c0a8abab,https://data.getty.edu/provenance/483b76bd-e07f-3829-8b7d-be5531913a7a,https://data.getty.edu/provenance/c63ca718-384e-3444-9bf6-f2a9a2b5466b,http://vocab.getty.edu/ulan/500445281,,,https://data.getty.edu/provenance/99043409-28ca-37f7-8bc2-b83c971dfaf1,http://vocab.getty.edu/ulan/500013970,http://commons.wikimedia.org/wiki/Special:FilePath/023-%20Bernard%20Buffet%20dans%20son%20atelier%20du%20Domaine%20de%20la%20Baume%20%C3%A0%20Tourtour%20pour%20l%27exposition%2020%20000%20lieux%20sous%20les%20mers%201989-%20%C2%A9photo%20Danielle%20Buffet.tif,http://www.wikidata.org/entity/Q365304,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157203,"Brought forward December 31, 1951",NA,NA
79125,K-35370,10.0,A4619,60.0,53.0,NA,NA,NA,NA,"Peale, Raphaelle","PEALE, RAPHAELLE",American,NA,NA,NA,NA,NA,NA,NA,Still life,NA,NA,Still Life,Painting,NA,23 x 18 7/8,1951.0,12.0,31.0,1952.0,1.0,9.0,1000.0,dollars,NA,NA,NA,NA,3150.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Toledo Museum of Art,NA,"Toledo, OH, USA.  Toledo Museum of Art","Toledo, OH, USA",NA,NA,NA,NA,NA,NA,368.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Toledo, OH, USA",Toledo Museum of Art,1951.498,https://data.getty.edu/provenance/8e4de1c9-07b2-39a8-85ea-b2623aecb2a4,https://data.getty.edu/provenance/971a5e93-d668-3f8b-bfe7-732bc063fda0,https://data.getty.edu/provenance/adecd80f-e91c-3d18-85c8-aa30edc0a690,http://vocab.getty.edu/ulan/500245395,http://commons.wikimedia.org/wiki/Special:FilePath/Toledo%20Museum%20of%20Art%20exterior%2002.jpg,http://www.wikidata.org/entity/Q1743116,https://data.getty.edu/provenance/bb6454da-f8cd-3205-9ab8-c0fba9197960,http://vocab.getty.edu/ulan/500004821,http://commons.wikimedia.org/wiki/Special:FilePath/Raphaelle%20peale%20charles%20willson%20peale.jpg,http://www.wikidata.org/entity/Q1374536,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157203,"Brought forward December 31, 1951",NA,NA
79157,K-35402,10.0,A4653,62.0,25.0,NA,NA,NA,NA,Sebastiano del Piombo,SEBASTIANO DEL PIOMBO (SEBASTIANO LUCIANI),Italian,school,school of,NA,NA,NA,NA,NA,"Port. Presume de Monseigneur della Cara, Marquis Bargagli de Florence",NA,NA,Portrait,Painting,NA,31 x 40,1951.0,12.0,31.0,1952.0,2.0,6.0,2710.0,dollars,shared,1370.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinakos,"Pinakos, Inc. (Rudolf Heinemann)",44928.0,NA,NA,NA,NA,NA,NA,Sold,Samuel H. Kress Foundation,NA,"New York, NY, USA.  Kress (Samuel H.) Foundation","New York, NY, USA",NA,NA,NA,NA,NA,NA,383.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",National Gallery of Art,1961.9.38,https://data.getty.edu/provenance/b76dc52c-0983-3a6e-a2d5-64ca8482d8d5,https://data.getty.edu/provenance/ad5eb923-4034-39e0-be4c-6fee5a4bd91e,https://data.getty.edu/provenance/fd4aa207-c541-387d-b0ff-afca5b2b30a1,http://vocab.getty.edu/ulan/500304334,,,https://data.getty.edu/provenance/8fccd93a-2244-3b63-8f2e-f27279e7575d,,,,as Portrait of a Humanist,NA,Jt. Pinakos,http://hdl.handle.net/10020/2012m54_fl4157205,"Brought forward December 31, 1951",NA,NA
